,category,subcategory,subsubcategory,unit,name,year,co2,ch4,n2o,other,total,uncertainty,ef.unit,method,module,nacres.description.en,per1p5macro.ef.kg.co2e.per.euro,meso.ef.kg.co2e.per.euro,micro.ef.kg.co2e.per.euro,per1p5.uncertainty.attr.kg.co2e.per.euro,micro.code,micro.description,meso.code,meso.description,uncertainty.groupby
408,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CE34,euro,DOCUMENTATION : AUTRES DOCUMENTS,2019,0.0,0.0,0.0,0.0,0.19,0.152,kg eCO2/euro,macro,purchases,DOCUMENTATION: OTHER DOCUMENTS,0.19,,,0.05,,,,,CF23
409,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CE41,euro,DOCUMENTATION : IMAGES FIXES,2019,0.0,0.0,0.0,0.0,0.23,0.184,kg eCO2/euro,macro,purchases,DOCUMENTATION: STILL IMAGES,0.23,,,0.16,,,,,CE43
410,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CE42,euro,DOCUMENTATION : IMAGES ANIMEES SUR TOUT SUPPORT,2019,0.0,0.0,0.0,0.0,0.23,0.184,kg eCO2/euro,macro,purchases,DOCUMENTATION: ANIMATED IMAGES IN ANY MEDIUM,0.23,,,0.16,,,,,CE43
411,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CE43,euro,DOCUMENTATION : AUTRES IMAGES,2019,0.0,0.0,0.0,0.0,0.23,0.184,kg eCO2/euro,macro,purchases,DOCUMENTATION: OTHER IMAGES,0.23,,,0.16,,,,,CE43
412,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CE51,euro,DOCUMENTATION : ENTREGISTREMENTS SONORES,2019,0.0,0.0,0.0,0.0,0.21,0.168,kg eCO2/euro,macro,purchases,DOCUMENTATION: SOUND RECORDINGS,0.21,,,0.14,,,,,CE43
413,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CF01,euro,"DOC. : ARCHIVES DE JOURNAUX, REVUES ET PERIODIQUES SCIENTIFIQUES (PAPIER)",2019,0.0,0.0,0.0,0.0,0.16,0.128,kg eCO2/euro,macro,purchases,"DOC. DOCUMENTATION: ARCHIVES OF NEWSPAPERS, JOURNALS AND SCIENTIFIC PERIODICALS (PAPER)",0.16,,,0.06,,,,,CF04
414,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CF02,euro,"DOC. : ARCHIVES DE JOURNAUX, REVUES ET PERIODIQUES NON SCIENTIFIQUES (PAPIER)",2019,0.0,0.0,0.0,0.0,0.16,0.128,kg eCO2/euro,macro,purchases,"DOC. ARCHIVES OF NEWSPAPERS, JOURNALS AND NON-SCIENTIFIC PERIODICALS (PAPER)",0.16,,,0.06,,,,,CF04
415,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CF03,euro,"DOC. : ARCHIVES DE JOURNAUX, REVUES ET PERIODIQUES SCIENTIFIQUES (ELECTRONIQUES)",2019,0.0,0.0,0.0,0.0,0.16,0.128,kg eCO2/euro,macro,purchases,"DOC. ARCHIVES OF SCIENTIFIC NEWSPAPERS, JOURNALS AND PERIODICALS (ELECTRONIC)",0.16,,,0.06,,,,,CF04
416,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CF04,euro,"DOC. : ARCHIVES DE JOURNAUX, REVUES ET PERIODIQUES NON SCIENTIF. (ELECTRONIQUES)",2019,0.0,0.0,0.0,0.0,0.16,0.128,kg eCO2/euro,macro,purchases,"DOC. ARCHIVES OF NEWSPAPERS, JOURNALS AND NON-SCIENTIFIC PERIODICALS (ELECTRONIC) (ELECTRONIC)",0.16,,,0.06,,,,,CF04
417,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CF11,euro,DOC. : DROIT D'ACCES A DES ARCHIVES DE BASES DE DONNEES DOCUMENTAIRES SCIENTIF.,2019,0.0,0.0,0.0,0.0,0.18,0.144,kg eCO2/euro,macro,purchases,DOC. ACCESS RIGHTS TO ARCHIVES OF SCIENTIFIC DOCUMENTARY DATABASES,0.18,,,0.03,,,,,CE22
418,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CF12,euro,DOC. : DROIT D'ACCES A DES ARCHIVES DE BASES DE DONNEES DOCUMENT. NON SCIENTIF.,2019,0.0,0.0,0.0,0.0,0.18,0.144,kg eCO2/euro,macro,purchases,DOC. ACCESS RIGHTS TO DOCUMENT DATABASE ARCHIVES. NON SCIENTIF.,0.18,,,0.03,,,,,CE22
419,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CF21,euro,DOCUMENTATION : ARCHIVES DE PARTITIONS MUSICALES,2019,0.0,0.0,0.0,0.0,0.2,0.16,kg eCO2/euro,macro,purchases,DOCUMENTATION: ARCHIVES OF MUSICAL SCORES,0.2,,,0.12,,,,,CF23
420,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CF22,euro,"DOCUMENTATION : ARCHIVES DE CARTES (GEOGRAPHIQUES, TOPOGRAPHIQUES_x001A_)",2019,0.0,0.0,0.0,0.0,0.2,0.16,kg eCO2/euro,macro,purchases,"DOCUMENTATION: ARCHIVES OF MAPS (GEOGRAPHIC, TOPOGRAPHIC...)",0.2,,,0.12,,,,,CF23
421,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CF23,euro,DOCUMENTATION : ARCHIVES D'AUTRES DOCUMENTS IMPRIMES,2019,0.0,0.0,0.0,0.0,0.2,0.16,kg eCO2/euro,macro,purchases,DOCUMENTATION: ARCHIVES OF OTHER PRINTED DOCUMENTS,0.2,,,0.12,,,,,CF23
422,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CF31,euro,DOCUMENTATION : ARCHIVES D'IMAGES FIXES,2019,0.0,0.0,0.0,0.0,0.18,0.144,kg eCO2/euro,macro,purchases,DOCUMENTATION: STILL IMAGE ARCHIVES,0.18,,,0.02,,,,,CE43
423,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CF32,euro,DOCUMENTATION : ARCHIVES D'IMAGES ANIMEES SUR TOUT SUPPORT,2019,0.0,0.0,0.0,0.0,0.18,0.144,kg eCO2/euro,macro,purchases,DOCUMENTATION: ARCHIVES OF ANIMATED IMAGES IN ANY MEDIUM,0.18,,,0.02,,,,,CE43
424,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CF33,euro,DOCUMENTATION : ARCHIVES D'AUTRES IMAGES,2019,0.0,0.0,0.0,0.0,0.18,0.144,kg eCO2/euro,macro,purchases,DOCUMENTATION: ARCHIVES OF OTHER IMAGES,0.18,,,0.02,,,,,CE43
425,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CF41,euro,DOCUMENTATION : ARCHIVES D'ENTREGISTREMENTS SONORES,2019,0.0,0.0,0.0,0.0,0.18,0.144,kg eCO2/euro,macro,purchases,DOCUMENTATION: SOUND RECORDING ARCHIVES,0.18,,,0.02,,,,,CE43
426,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CG01,euro,DOCUMENTATION : FOURNITURES ET EQUIPEMENTS DE CONSERVATION DE DOCUMENTS,2019,0.0,0.0,0.0,0.0,0.5,0.4,kg eCO2/euro,macro,purchases,DOCUMENTATION: SUPPLIES AND EQUIPMENT FOR DOCUMENT STORAGE,0.5,,,0.12,,,,,CG01
427,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CG11,euro,DOCUMENTATION : MOBILIER DE RANGEMENT DE BIBLIOTHEQUES ET DE MAGASINS D'ARCHIVES,2019,0.0,0.0,0.0,0.0,0.52,0.416,kg eCO2/euro,macro,purchases,DOCUMENTATION: STORAGE FURNITURE FOR LIBRARIES AND ARCHIVE SHOPS,0.52,,,0.17,,,,,CG12
428,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CG12,euro,DOCUMENTATION : MOBILIER POUR BIBLIOTHEQUES ET MAGASINS D'ARCHIVES,2019,0.0,0.0,0.0,0.0,0.52,0.416,kg eCO2/euro,macro,purchases,DOCUMENTATION: FURNITURE FOR LIBRARIES AND ARCHIVE SHOPS,0.52,,,0.17,,,,,CG12
429,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CG21,euro,DOC : EQUIPEMENTS DE NUMERISATION POUR BIBLIOTHEQUES ET MAGASINS D'ARCHIVES,2019,0.0,0.0,0.0,0.0,0.41,0.328,kg eCO2/euro,macro,purchases,DOC: DIGITISATION EQUIPMENT FOR LIBRARIES AND ARCHIVE SHOPS,0.41,,,0.21,,,,,CG21
430,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CG31,euro,REPARATION ET MAINTECE DES MOBILIERS DE BIBLIOTHEQUES ET MAGASINS D'ARCHIVES,2019,0.0,0.0,0.0,0.0,0.24,0.192,kg eCO2/euro,macro,purchases,REPAIR AND MAINTENANCE OF LIBRARY AND ARCHIVE FURNITURE,0.24,,,0.13,,,,,UF43
431,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CG32,euro,REPAR. ET MAINTECE DES EQUIPEMENTS DE BIBLIOTHEQUES ET MAGASINS D'ARCHIVES,2019,0.0,0.0,0.0,0.0,0.24,0.192,kg eCO2/euro,macro,purchases,REPAIR. AND MAINTENANCE OF LIBRARY AND ARCHIVE SHOP EQUIPMENT,0.24,,,0.13,,,,,UF43
432,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH01,euro,DOC : LOGICIELS STANDARDS DE GESTION DE BIBLIOTHEQUES,2019,0.0,0.0,0.0,0.0,0.12,0.096,kg eCO2/euro,macro,purchases,DOC: STANDARD LIBRARY MANAGEMENT SOFTWARE,0.12,,,0.05,,,,,WA15
433,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH02,euro,DOC : LOGICIELS SPECIFIQUES DE GESTION DE BIBLIOTHEQUES,2019,0.0,0.0,0.0,0.0,0.12,0.096,kg eCO2/euro,macro,purchases,DOC: SPECIFIC LIBRARY MANAGEMENT SOFTWARE,0.12,,,0.05,,,,,WA15
434,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH03,euro,DOC : LOGIC. STANDARDS D'ACCES AUX CONTENUS ET RESSOURCES DOCUMENT.,2019,0.0,0.0,0.0,0.0,0.12,0.096,kg eCO2/euro,macro,purchases,DOC: LOGIC. STANDARDS FOR ACCESS TO DOCUMENT CONTENT AND RESOURCES,0.12,,,0.05,,,,,WA15
435,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH04,euro,DOC : LOGIC. SPECIFIQUES D'ACCES AUX CONTENUS ET RESSOURCES DOCUMENT.,2019,0.0,0.0,0.0,0.0,0.12,0.096,kg eCO2/euro,macro,purchases,DOC : LOGIC. SPECIFIC SOFTWARE FOR ACCESSING DOCUMENT CONTENT AND RESOURCES.,0.12,,,0.05,,,,,WA15
436,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH05,euro,DOC : LOGIC. STANDARDS DE TRAITEMENT ET DE CATALOGAGE PARTAGE DE DOC.,2019,0.0,0.0,0.0,0.0,0.12,0.096,kg eCO2/euro,macro,purchases,DOC: LOGIC. STANDARDS FOR PROCESSING AND CATALOGUING SHARED DOC.,0.12,,,0.05,,,,,WA15
437,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH06,euro,DOC : LOGIC. SPECIFIQUES DE TRAITEMENT ET DE CATALOGAGE PARTAGE DE DOC.,2019,0.0,0.0,0.0,0.0,0.12,0.096,kg eCO2/euro,macro,purchases,DOC: LOGIC. DOC : SPECIFIC SOFTWARE FOR PROCESSING AND CATALOGUING DOCUMENT SHARING,0.12,,,0.05,,,,,WA15
438,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH07,euro,DOC : AUTRES LOGICIELS STANDARDS DE GESTION DOCUMENTAIRE,2019,0.0,0.0,0.0,0.0,0.12,0.096,kg eCO2/euro,macro,purchases,DOC: OTHER STANDARD DOCUMENT MANAGEMENT SOFTWARE,0.12,,,0.05,,,,,WA15
439,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH08,euro,DOCUMENTATION : AUTRES LOGICIELS SPECIFIQUES DE GESTION DOCUMENTAIRE,2019,0.0,0.0,0.0,0.0,0.12,0.096,kg eCO2/euro,macro,purchases,DOCUMENTATION: OTHER SPECIFIC DOCUMENT MANAGEMENT SOFTWARE,0.12,,,0.05,,,,,WA15
440,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH11,euro,DOCUMENTATION : LOGICIELS STANDARDS DE GESTION D'ARCHIVAGE,2019,0.0,0.0,0.0,0.0,0.12,0.096,kg eCO2/euro,macro,purchases,DOCUMENTATION: STANDARD RECORDS MANAGEMENT SOFTWARE,0.12,,,0.05,,,,,WA15
441,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH12,euro,DOCUMENTATION : LOGICIELS SPECIFIQUES DE GESTION D'ARCHIVAGE,2019,0.0,0.0,0.0,0.0,0.12,0.096,kg eCO2/euro,macro,purchases,DOCUMENTATION: SPECIFIC RECORDS MANAGEMENT SOFTWARE,0.12,,,0.05,,,,,WA15
442,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH21,euro,DOC : MAINTECE LOGICIELS STANDARDS DE GESTION DE BIBLIOTHEQUES,2019,0.0,0.0,0.0,0.0,0.17,0.136,kg eCO2/euro,macro,purchases,DOC: MAINTENANCE OF STANDARD LIBRARY MANAGEMENT SOFTWARE,0.17,,,0.02,,,,,CH32
443,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH22,euro,DOC. : MAINTECE LOGICIELS SPECIFIQUES DE GESTION DE BIBLIOTHEQUES,2019,0.0,0.0,0.0,0.0,0.17,0.136,kg eCO2/euro,macro,purchases,DOC. DOCUMENTATION: MAINTECE SPECIFIC LIBRARY MANAGEMENT SOFTWARE,0.17,,,0.02,,,,,CH32
444,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH23,euro,DOC. : MAINTECE LOGIC. STANDARDS D'ACCES AUX CONTENUS ET RESSOURCES DOC.,2019,0.0,0.0,0.0,0.0,0.17,0.136,kg eCO2/euro,macro,purchases,DOC. : MAINTECE LOGIC. STANDARDS FOR ACCESS TO CONTENT AND RESOURCES DOC.,0.17,,,0.02,,,,,CH32
445,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH24,euro,DOC. : MAINTECE LOGIC. SPECIFIQUES D'ACCES AUX CONTENUS ET RESSOURCES DOC.,2019,0.0,0.0,0.0,0.0,0.17,0.136,kg eCO2/euro,macro,purchases,DOC. : MAINTECE LOGIC. SPECIFIC ACCESS TO CONTENT AND RESOURCES DOC.,0.17,,,0.02,,,,,CH32
446,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH25,euro,DOC. : MAINTECE LOGIC. STANDARDS DE TRAIT. ET DE CATALOGAGE PARTAGE DE DOC,2019,0.0,0.0,0.0,0.0,0.17,0.136,kg eCO2/euro,macro,purchases,DOC. : MAINTECE LOGIC. STANDARDS FOR PROCESSING AND CATALOGUING AND CATALOGUING STANDARDS DOC.,0.17,,,0.02,,,,,CH32
447,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH26,euro,DOC. : MAINTECE LOGIC. SPECIFIQ. DE TRAIT. ET DE CATALOGAGE PARTAGE DE DOC,2019,0.0,0.0,0.0,0.0,0.17,0.136,kg eCO2/euro,macro,purchases,DOC. SHARING: MAINTECE LOGIC. SPECIFIQ. PROCESSING AND CATALOGUING SOFTWARE DOC SHARING,0.17,,,0.02,,,,,CH32
448,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH27,euro,DOC. : MAINTECE D'AUTRES LOGICIELS STANDARDS DE GESTION DOCUMENTAIRE,2019,0.0,0.0,0.0,0.0,0.17,0.136,kg eCO2/euro,macro,purchases,DOC. MAINTENANCE OF OTHER STANDARD DOCUMENT MANAGEMENT SOFTWARE,0.17,,,0.02,,,,,CH32
449,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH28,euro,DOC. : MAINTECE D'AUTRES LOGICIELS SPECIFIQUES DE GESTION DOCUMENTAIRE,2019,0.0,0.0,0.0,0.0,0.17,0.136,kg eCO2/euro,macro,purchases,DOC. DOCUMENTATION: MAINTENANCE OF OTHER SPECIFIC DOCUMENT MANAGEMENT SOFTWARE,0.17,,,0.02,,,,,CH32
450,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH31,euro,DOCUMENTATION : MAINTECE DES LOGICIELS STANDARDS DE GESTION D'ARCHIVES,2019,0.0,0.0,0.0,0.0,0.17,0.136,kg eCO2/euro,macro,purchases,DOCUMENTATION: MAINTENANCE OF STANDARD RECORDS MANAGEMENT SOFTWARE,0.17,,,0.02,,,,,CH32
451,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH32,euro,DOCUMENTATION : MAINTECE DES LOGICIELS SPECIFIQUES DE GESTION D'ARCHIVES,2019,0.0,0.0,0.0,0.0,0.17,0.136,kg eCO2/euro,macro,purchases,DOCUMENTATION: MAINTENANCE OF SPECIFIC RECORDS MANAGEMENT SOFTWARE,0.17,,,0.02,,,,,CH32
452,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CI01,euro,DOCUMENTATION : SERVICES DE NUMERISATION D'OUVRAGES ET DE DOCUMENTS,2019,0.0,0.0,0.0,0.0,0.14,0.112,kg eCO2/euro,macro,purchases,DOCUMENTATION: DIGITISATION SERVICES FOR BOOKS AND DOCUMENTS,0.14,,,0.06,,,,,CI04
453,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CI02,euro,DOCUMENTATION : SERVICES DE NUMERISATION DE FONDS SONORES ET SOURCES AUDIO,2019,0.0,0.0,0.0,0.0,0.14,0.112,kg eCO2/euro,macro,purchases,DOCUMENTATION: DIGITISATION SERVICES FOR AUDIO COLLECTIONS AND SOURCES,0.14,,,0.06,,,,,CI04
454,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CI03,euro,DOCUMENTATION : SERVICES DE NUMERISATION DE FONDS AUDIOVISUELS,2019,0.0,0.0,0.0,0.0,0.14,0.112,kg eCO2/euro,macro,purchases,DOCUMENTATION: DIGITISATION SERVICES FOR AUDIOVISUAL COLLECTIONS,0.14,,,0.06,,,,,CI04
455,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CI04,euro,DOCUMENTATION : AUTRES SERVICES DE GESTION DOCUMENTAIRE,2019,0.0,0.0,0.0,0.0,0.14,0.112,kg eCO2/euro,macro,purchases,DOCUMENTATION: OTHER DOCUMENT MANAGEMENT SERVICES,0.14,,,0.06,,,,,CI04
456,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CI11,euro,DOCUMENTATION : SERVICES D'ARCHIVAGE,2019,0.0,0.0,0.0,0.0,0.14,0.112,kg eCO2/euro,macro,purchases,DOCUMENTATION: ARCHIVING SERVICES,0.14,,,0.07,,,,,CI04
457,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CI12,euro,DOCUMENTATION : SERVICES DE CONSEIL ET D'ASSISTANCE EN ARCHIVAGE TRADITIONNEL,2019,0.0,0.0,0.0,0.0,0.11,0.088,kg eCO2/euro,macro,purchases,DOCUMENTATION: TRADITIONAL ARCHIVING CONSULTANCY AND SUPPORT SERVICES,0.11,,,0.03,,,,,ID17
458,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CI13,euro,DOCUMENTATION : SERVICES DE CONSEIL ET D'ASSISTANCE EN ARCHIVAGE ELECTRONIQUE,2019,0.0,0.0,0.0,0.0,0.11,0.088,kg eCO2/euro,macro,purchases,DOCUMENTATION: ELECTRONIC ARCHIVING CONSULTANCY AND SUPPORT SERVICES,0.11,,,0.03,,,,,ID17
459,Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CI14,euro,DOCUMENTATION : AUTRES SERVICES D'ARCHIVAGE,2019,0.0,0.0,0.0,0.0,0.14,0.112,kg eCO2/euro,macro,purchases,DOCUMENTATION: OTHER ARCHIVING SERVICES,0.14,,,0.07,,,,,CI04
460,Achats,Transport / Hébergement,DA01,euro,SERVICES DE TAXI OU DE VTC,2019,0.0,0.0,0.0,0.0,0.5,0.4,kg eCO2/euro,macro,travels,TAXI OR VTC SERVICES,0.5,,,0.06,,,,,DA15
461,Achats,Transport / Hébergement,DA02,euro,LOCATION DE VEHICULES ROUTIERS SANS CHAUFFEUR (COURTE DUREE),2019,0.0,0.0,0.0,0.0,0.28,0.224,kg eCO2/euro,macro,purchases,HIRE OF ROAD VEHICLES WITHOUT DRIVERS (SHORT TERM),0.28,,,0.25,,,,,DA02
462,Achats,Transport / Hébergement,DA11,euro,SERVICES DE TRANSPORT FERROVIAIRE DE PERSONNES,2019,0.0,0.0,0.0,0.0,0.73,0.584,kg eCO2/euro,macro,travels,PASSENGER TRANSPORT SERVICES BY RAIL,0.73,,,0.15,,,,,FC04
463,Achats,Transport / Hébergement,DA12,euro,SERVICES DE TRANSPORT AERIEN DE PERSONNES,2019,0.0,0.0,0.0,0.0,1.2,0.96,kg eCO2/euro,macro,travels,PASSENGER AIR TRANSPORT SERVICES,1.2,,,0.1,,,,,FC02
464,Achats,Transport / Hébergement,DA13,euro,"SERVICES DE TRANSPORT MARITIME, FLUVIAL ET COTIER DE PERSONNES",2019,0.0,0.0,0.0,0.0,0.9,0.7200000000000001,kg eCO2/euro,macro,travels,"MARITIME, INLAND WATERWAY AND COASTAL PASSENGER TRANSPORT SERVICES",0.9,,,0.33,,,,,FC03
465,Achats,Transport / Hébergement,DA14,euro,SERVICES DE TRANSPORT COLLECTIF ROUTIER ET URBAIN DE PERSONNES,2019,0.0,0.0,0.0,0.0,0.5,0.4,kg eCO2/euro,macro,travels,PUBLIC ROAD AND URBAN PASSENGER TRANSPORT SERVICES,0.5,,,0.06,,,,,DA15
466,Achats,Transport / Hébergement,DA15,euro,SERV.TRANSP. SPECIALISES DE PERSONNES EN SITUATION HANDICAP,2019,0.0,0.0,0.0,0.0,0.5,0.4,kg eCO2/euro,macro,travels,SPECIALISED TRANSP. SPECIALISED TRANSPORT OF DISABLED PERSONS,0.5,,,0.06,,,,,DA15
467,Achats,Transport / Hébergement,DA16,euro,"BILLETS DE TELEPHERIQUES, REMONTEES MECANIQUES OU FUNICULAIRES",2019,0.0,0.0,0.0,0.0,0.4,0.3200000000000001,kg eCO2/euro,macro,purchases,"TELEPHONE, SKI LIFT OR FUNICULAR TICKETS",0.4,,,0.14,,,,,DA16
468,Achats,Transport / Hébergement,DA17,euro,PEAGES AUTOROUTE ET DROITS DE STATIONNEMENT,2019,0.0,0.0,0.0,0.0,0.13,0.104,kg eCO2/euro,macro,purchases,MOTORWAY TOLLS AND PARKING FEES,0.13,,,0.05,,,,,DA17
469,Achats,Transport / Hébergement,DA18,euro,PRESTATIONS DE TRANSPORTS SANITAIRES,2019,0.0,0.0,0.0,0.0,0.29,0.232,kg eCO2/euro,macro,purchases,MEDICAL TRANSPORT SERVICES,0.29,,,0.23,,,,,DA18
470,Achats,Transport / Hébergement,DA19,euro,PRESTATIONS DE TRANSPORTS FUNERAIRES,2019,0.0,0.0,0.0,0.0,0.31,0.248,kg eCO2/euro,macro,purchases,FUNERAL TRANSPORT SERVICES,0.31,,,0.26,,,,,DA19
471,Achats,Transport / Hébergement,DB11,euro,HEBERGEMENT EN H_x001A_TEL (HORS EVENEMENTIEL),2019,0.0,0.0,0.0,0.0,0.29,0.232,kg eCO2/euro,macro,purchases,HOTEL ACCOMMODATION (EXCLUDING EVENTS),0.29,,,0.05,,,,,DB11
472,Achats,Transport / Hébergement,DB12,euro,"HEBERGEMENT EN PENSION, DEMI-PENSION, REFUGE, CAMPING... (HORS EVENEMENTIEL)",2019,0.0,0.0,0.0,0.0,0.34,0.272,kg eCO2/euro,macro,purchases,"ACCOMMODATION IN BOARD, HALF-BOARD, REFUGE, CAMPING... (EXCLUDING EVENTS)",0.34,,,0.13,,,,,DB12
473,Achats,Transport / Hébergement,DC01,euro,SERVICES DE RESERVATIONS PAR AGENCES DE VOYAGE OU CENTRALES DE RESERVATION,2019,0.0,0.0,0.0,0.0,0.16,0.128,kg eCO2/euro,macro,travels,RESERVATION SERVICES THROUGH TRAVEL AGENCIES OR RESERVATION CENTRES,0.16,,,0.05,,,,,DC01
474,Achats,Transport / Hébergement,DC11,euro,SERVICES DE GESTION DES VISAS ET DES FORMALITES ADMINISTRATIVES_x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A_ _x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A_,2019,0.0,0.0,0.0,0.0,0.12,0.096,kg eCO2/euro,macro,purchases,VISA AND ADMINISTRATIVE FORMALITIES MANAGEMENT SERVICES,0.12,,,0.03,,,,,DC11
475,Achats,Transport / Hébergement,DC12,euro,VOYAGES D ETUDES,2019,0.0,0.0,0.0,0.0,0.16,0.128,kg eCO2/euro,macro,travels,STUDY TRIPS,0.16,,,0.05,,,,,DC12
476,Achats,Services,EA01,euro,ASSURANCES DU PARC VEHICULES ROUTIER,2019,0.0,0.0,0.0,0.0,0.07,0.056,kg eCO2/euro,macro,purchases,ROAD VEHICLE FLEET INSURANCE,0.07,,,0.04,,,,,EA31
477,Achats,Services,EA02,euro,ASSURANCES DE LA FLOTTE AERIENNE,2019,0.0,0.0,0.0,0.0,0.07,0.056,kg eCO2/euro,macro,purchases,AIR FLEET INSURANCE,0.07,,,0.04,,,,,EA31
478,Achats,Services,EA03,euro,"ASSURANCES DES VEHICULES MARITIMES, FLUVIAUX ET LACUSTRES",2019,0.0,0.0,0.0,0.0,0.07,0.056,kg eCO2/euro,macro,purchases,"MARINE, INLAND WATERWAY AND LAKE VEHICLE INSURANCE",0.07,,,0.04,,,,,EA31
479,Achats,Services,EA11,euro,ASSURANCES DE BIENS IMMOBILIERS,2019,0.0,0.0,0.0,0.0,0.07,0.056,kg eCO2/euro,macro,purchases,REAL ESTATE INSURANCE,0.07,,,0.04,,,,,EA31
480,Achats,Services,EA12,euro,ASSURANCES D'EQUIPEMENTS SCIENTIFIQUES,2019,0.0,0.0,0.0,0.0,0.07,0.056,kg eCO2/euro,macro,purchases,SCIENTIFIC EQUIPMENT INSURANCE,0.07,,,0.04,,,,,EA31
481,Achats,Services,EA13,euro,ASSURANCES DES MARCHANDISES TRANSPORTEES,2019,0.0,0.0,0.0,0.0,0.07,0.056,kg eCO2/euro,macro,purchases,INSURANCE OF TRANSPORTED GOODS,0.07,,,0.04,,,,,EA31
