category	subcategory	subsubcategory	unit	name	year	co2	ch4	n2o	other	total	uncertainty	ef.unit	method	module	nacres.description.en	per1p5macro.ef.kg.co2e.per.euro	meso.ef.kg.co2e.per.euro	micro.ef.kg.co2e.per.euro	per1p5.uncertainty.attr.kg.co2e.per.euro	micro.code	micro.description	meso.code	meso.description	uncertainty.groupby
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	CH31	euro	DOCUMENTATION : MAINTECE DES LOGICIELS STANDARDS DE GESTION D'ARCHIVES	2019	0.0	0.0	0.0	0.0	0.17	0.136	kg eCO2/euro	macro	purchases	DOCUMENTATION: MAINTENANCE OF STANDARD RECORDS MANAGEMENT SOFTWARE	0.17			0.02					CH32
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	CH32	euro	DOCUMENTATION : MAINTECE DES LOGICIELS SPECIFIQUES DE GESTION D'ARCHIVES	2019	0.0	0.0	0.0	0.0	0.17	0.136	kg eCO2/euro	macro	purchases	DOCUMENTATION: MAINTENANCE OF SPECIFIC RECORDS MANAGEMENT SOFTWARE	0.17			0.02					CH32
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	CI01	euro	DOCUMENTATION : SERVICES DE NUMERISATION D'OUVRAGES ET DE DOCUMENTS	2019	0.0	0.0	0.0	0.0	0.14	0.112	kg eCO2/euro	macro	purchases	DOCUMENTATION: DIGITISATION SERVICES FOR BOOKS AND DOCUMENTS	0.14			0.06					CI04
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	CI02	euro	DOCUMENTATION : SERVICES DE NUMERISATION DE FONDS SONORES ET SOURCES AUDIO	2019	0.0	0.0	0.0	0.0	0.14	0.112	kg eCO2/euro	macro	purchases	DOCUMENTATION: DIGITISATION SERVICES FOR AUDIO COLLECTIONS AND SOURCES	0.14			0.06					CI04
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	CI03	euro	DOCUMENTATION : SERVICES DE NUMERISATION DE FONDS AUDIOVISUELS	2019	0.0	0.0	0.0	0.0	0.14	0.112	kg eCO2/euro	macro	purchases	DOCUMENTATION: DIGITISATION SERVICES FOR AUDIOVISUAL COLLECTIONS	0.14			0.06					CI04
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	CI04	euro	DOCUMENTATION : AUTRES SERVICES DE GESTION DOCUMENTAIRE	2019	0.0	0.0	0.0	0.0	0.14	0.112	kg eCO2/euro	macro	purchases	DOCUMENTATION: OTHER DOCUMENT MANAGEMENT SERVICES	0.14			0.06					CI04
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	CI11	euro	DOCUMENTATION : SERVICES D'ARCHIVAGE	2019	0.0	0.0	0.0	0.0	0.14	0.112	kg eCO2/euro	macro	purchases	DOCUMENTATION: ARCHIVING SERVICES	0.14			0.07					CI04
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	CI12	euro	DOCUMENTATION : SERVICES DE CONSEIL ET D'ASSISTANCE EN ARCHIVAGE TRADITIONNEL	2019	0.0	0.0	0.0	0.0	0.11	0.08800000000000001	kg eCO2/euro	macro	purchases	DOCUMENTATION: TRADITIONAL ARCHIVING CONSULTANCY AND SUPPORT SERVICES	0.11			0.03					ID17
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	CI13	euro	DOCUMENTATION : SERVICES DE CONSEIL ET D'ASSISTANCE EN ARCHIVAGE ELECTRONIQUE	2019	0.0	0.0	0.0	0.0	0.11	0.08800000000000001	kg eCO2/euro	macro	purchases	DOCUMENTATION: ELECTRONIC ARCHIVING CONSULTANCY AND SUPPORT SERVICES	0.11			0.03					ID17
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	CI14	euro	DOCUMENTATION : AUTRES SERVICES D'ARCHIVAGE	2019	0.0	0.0	0.0	0.0	0.14	0.112	kg eCO2/euro	macro	purchases	DOCUMENTATION: OTHER ARCHIVING SERVICES	0.14			0.07					CI04
	Transport / Hébergement	DA01	euro	SERVICES DE TAXI OU DE VTC	2019	0.0	0.0	0.0	0.0	0.5	0.4	kg eCO2/euro	macro	travels	TAXI OR VTC SERVICES	0.5			0.06					DA15
	Transport / Hébergement	DA02	euro	LOCATION DE VEHICULES ROUTIERS SANS CHAUFFEUR (COURTE DUREE)	2019	0.0	0.0	0.0	0.0	0.28	0.224	kg eCO2/euro	macro	purchases	HIRE OF ROAD VEHICLES WITHOUT DRIVERS (SHORT TERM)	0.28			0.25					DA02
	Transport / Hébergement	DA11	euro	SERVICES DE TRANSPORT FERROVIAIRE DE PERSONNES	2019	0.0	0.0	0.0	0.0	0.73	0.584	kg eCO2/euro	macro	travels	PASSENGER TRANSPORT SERVICES BY RAIL	0.73			0.15					FC04
	Transport / Hébergement	DA12	euro	SERVICES DE TRANSPORT AERIEN DE PERSONNES	2019	0.0	0.0	0.0	0.0	1.2	0.96	kg eCO2/euro	macro	travels	PASSENGER AIR TRANSPORT SERVICES	1.2			0.1					FC02
	Transport / Hébergement	DA13	euro	SERVICES DE TRANSPORT MARITIME, FLUVIAL ET COTIER DE PERSONNES	2019	0.0	0.0	0.0	0.0	0.9	0.7200000000000001	kg eCO2/euro	macro	travels	MARITIME, INLAND WATERWAY AND COASTAL PASSENGER TRANSPORT SERVICES	0.9			0.33					FC03
	Transport / Hébergement	DA14	euro	SERVICES DE TRANSPORT COLLECTIF ROUTIER ET URBAIN DE PERSONNES	2019	0.0	0.0	0.0	0.0	0.5	0.4	kg eCO2/euro	macro	travels	PUBLIC ROAD AND URBAN PASSENGER TRANSPORT SERVICES	0.5			0.06					DA15
	Transport / Hébergement	DA15	euro	SERV.TRANSP. SPECIALISES DE PERSONNES EN SITUATION HANDICAP	2019	0.0	0.0	0.0	0.0	0.5	0.4	kg eCO2/euro	macro	travels	SPECIALISED TRANSP. SPECIALISED TRANSPORT OF DISABLED PERSONS	0.5			0.06					DA15
	Transport / Hébergement	DA16	euro	BILLETS DE TELEPHERIQUES, REMONTEES MECANIQUES OU FUNICULAIRES	2019	0.0	0.0	0.0	0.0	0.4	0.3200000000000001	kg eCO2/euro	macro	purchases	TELEPHONE, SKI LIFT OR FUNICULAR TICKETS	0.4			0.14					DA16
	Transport / Hébergement	DA17	euro	PEAGES AUTOROUTE ET DROITS DE STATIONNEMENT	2019	0.0	0.0	0.0	0.0	0.13	0.104	kg eCO2/euro	macro	purchases	MOTORWAY TOLLS AND PARKING FEES	0.13			0.05					DA17
	Transport / Hébergement	DA18	euro	PRESTATIONS DE TRANSPORTS SANITAIRES	2019	0.0	0.0	0.0	0.0	0.29	0.232	kg eCO2/euro	macro	purchases	MEDICAL TRANSPORT SERVICES	0.29			0.23					DA18
	Transport / Hébergement	DA19	euro	PRESTATIONS DE TRANSPORTS FUNERAIRES	2019	0.0	0.0	0.0	0.0	0.31	0.248	kg eCO2/euro	macro	purchases	FUNERAL TRANSPORT SERVICES	0.31			0.26					DA19
	Transport / Hébergement	DB11	euro	HEBERGEMENT EN H_x001A_TEL (HORS EVENEMENTIEL)	2019	0.0	0.0	0.0	0.0	0.29	0.232	kg eCO2/euro	macro	purchases	HOTEL ACCOMMODATION (EXCLUDING EVENTS)	0.29			0.05					DB11
	Transport / Hébergement	DB12	euro	HEBERGEMENT EN PENSION, DEMI-PENSION, REFUGE, CAMPING... (HORS EVENEMENTIEL)	2019	0.0	0.0	0.0	0.0	0.34	0.272	kg eCO2/euro	macro	purchases	ACCOMMODATION IN BOARD, HALF-BOARD, REFUGE, CAMPING... (EXCLUDING EVENTS)	0.34			0.13					DB12
	Transport / Hébergement	DC01	euro	SERVICES DE RESERVATIONS PAR AGENCES DE VOYAGE OU CENTRALES DE RESERVATION	2019	0.0	0.0	0.0	0.0	0.16	0.128	kg eCO2/euro	macro	travels	RESERVATION SERVICES THROUGH TRAVEL AGENCIES OR RESERVATION CENTRES	0.16			0.05					DC01
	Transport / Hébergement	DC11	euro	SERVICES DE GESTION DES VISAS ET DES FORMALITES ADMINISTRATIVES_x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A_ _x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A__x001A_	2019	0.0	0.0	0.0	0.0	0.12	0.096	kg eCO2/euro	macro	purchases	VISA AND ADMINISTRATIVE FORMALITIES MANAGEMENT SERVICES	0.12			0.03					DC11
	Transport / Hébergement	DC12	euro	VOYAGES D ETUDES	2019	0.0	0.0	0.0	0.0	0.16	0.128	kg eCO2/euro	macro	travels	STUDY TRIPS	0.16			0.05					DC12
	Services	EA01	euro	ASSURANCES DU PARC VEHICULES ROUTIER	2019	0.0	0.0	0.0	0.0	0.07	0.05600000000000001	kg eCO2/euro	macro	purchases	ROAD VEHICLE FLEET INSURANCE	0.07			0.04					EA31
	Services	EA02	euro	ASSURANCES DE LA FLOTTE AERIENNE	2019	0.0	0.0	0.0	0.0	0.07	0.05600000000000001	kg eCO2/euro	macro	purchases	AIR FLEET INSURANCE	0.07			0.04					EA31
	Services	EA03	euro	ASSURANCES DES VEHICULES MARITIMES, FLUVIAUX ET LACUSTRES	2019	0.0	0.0	0.0	0.0	0.07	0.05600000000000001	kg eCO2/euro	macro	purchases	MARINE, INLAND WATERWAY AND LAKE VEHICLE INSURANCE	0.07			0.04					EA31
	Services	EA11	euro	ASSURANCES DE BIENS IMMOBILIERS	2019	0.0	0.0	0.0	0.0	0.07	0.05600000000000001	kg eCO2/euro	macro	purchases	REAL ESTATE INSURANCE	0.07			0.04					EA31
	Services	EA12	euro	ASSURANCES D'EQUIPEMENTS SCIENTIFIQUES	2019	0.0	0.0	0.0	0.0	0.07	0.05600000000000001	kg eCO2/euro	macro	purchases	SCIENTIFIC EQUIPMENT INSURANCE	0.07			0.04					EA31
	Services	EA13	euro	ASSURANCES DES MARCHANDISES TRANSPORTEES	2019	0.0	0.0	0.0	0.0	0.07	0.05600000000000001	kg eCO2/euro	macro	purchases	INSURANCE OF TRANSPORTED GOODS	0.07			0.04					EA31
	Services	EA14	euro	ASSURANCES DES ANIMAUX	2019	0.0	0.0	0.0	0.0	0.07	0.05600000000000001	kg eCO2/euro	macro	purchases	ANIMAL INSURANCE	0.07			0.04					EA31
	Services	EA21	euro	ASSURANCE RESPONSABILITE CIVILE	2019	0.0	0.0	0.0	0.0	0.07	0.05600000000000001	kg eCO2/euro	macro	purchases	INSURANCE	0.07			0.04					EA31
	Services	EA22	euro	ASSURANCES RAPATRIEMENT DES AGENTS EN MISSION	2019	0.0	0.0	0.0	0.0	0.07	0.05600000000000001	kg eCO2/euro	macro	purchases	REPATRIATION INSURANCE FOR STAFF ON MISSION	0.07			0.04					EA31
	Services	EA23	euro	ASSURANCES COUVERTURE SANTE / MUTUELLE	2019	0.0	0.0	0.0	0.0	0.07	0.05600000000000001	kg eCO2/euro	macro	purchases	HEALTH INSURANCE / MUTUAL INSURANCE	0.07			0.04					EA31
	Services	EA24	euro	AUTRES ASSURANCES	2019	0.0	0.0	0.0	0.0	0.07	0.05600000000000001	kg eCO2/euro	macro	purchases	OTHER INSURANCE	0.07			0.04					EA31
	Services	EA31	euro	SERVICES DE CONSEIL ET AUDIT EN ASSURANCE	2019	0.0	0.0	0.0	0.0	0.07	0.05600000000000001	kg eCO2/euro	macro	purchases	INSURANCE CONSULTANCY AND AUDITING SERVICES	0.07			0.04					EA31
	Services	EB01	euro	ETUDES DE MARCHES DANS LE DOMAINE DE LA VALORISATION DE LA RECHERCHE	2019	0.0	0.0	0.0	0.0	0.09	0.072	kg eCO2/euro	macro	purchases	MARKET STUDIES IN THE FIELD OF RESEARCH DEVELOPMENT	0.09			0.02					EB04
	Services	EB02	euro	ASSISTANCE A MAITRISE D'OUVRAGE (HORS BATIMENTS ET SI - TELECOM)	2019	0.0	0.0	0.0	0.0	0.11	0.08800000000000001	kg eCO2/euro	macro	purchases	PROJECT MANAGEMENT ASSISTANCE (EXCLUDING BUILDINGS AND TELECOMMUNICATIONS)	0.11			0.05					EB02
	Services	EB03	euro	CONSEIL EN SECURITE (HORS CHANTIER) ET PROTECTION DES BIENS ET DES PERSONNES	2019	0.0	0.0	0.0	0.0	0.09	0.072	kg eCO2/euro	macro	purchases	SAFETY CONSULTANCY (EXCLUDING CONSTRUCTION SITES) AND PROTECTION OF GOODS AND PEOPLE	0.09			0.02					EB04
	Services	EB04	euro	AUTRES MISSIONS D'ETUDES ET DE CONSEIL (HORS B_x001A_TIMENT ET INFORMATIQUE)	2019	0.0	0.0	0.0	0.0	0.09	0.072	kg eCO2/euro	macro	purchases	OTHER STUDIES AND CONSULTANCY SERVICES (EXCLUDING BUILDING AND IT)	0.09			0.02					EB04
	Services	EB11	euro	AUDIT ORGANISATIONNEL	2019	0.0	0.0	0.0	0.0	0.09	0.072	kg eCO2/euro	macro	purchases	ORGANISATIONAL AUDIT	0.09			0.02					EB04
	Services	EB12	euro	AUDIT FICIER	2019	0.0	0.0	0.0	0.0	0.09	0.072	kg eCO2/euro	macro	purchases	FICER AUDIT	0.09			0.02					EB04
	Services	EB13	euro	CERTIFICATION LEGALE DES COMPTES	2019	0.0	0.0	0.0	0.0	0.09	0.072	kg eCO2/euro	macro	purchases	LEGAL CERTIFICATION OF ACCOUNTS	0.09			0.02					EB04
	Services	EB14	euro	AUDIT ENERGERTIQUE (ENVIRONNEMENTAL, BILAN CARBONE,_x001A_)	2019	0.0	0.0	0.0	0.0	0.09	0.072	kg eCO2/euro	macro	purchases	ENERGY AUDIT (ENVIRONMENTAL, CARBON FOOTPRINT,...)	0.09			0.02					EB04
	Services	EB15	euro	AUDIT HYGIENE ET SECURITE	2019	0.0	0.0	0.0	0.0	0.09	0.072	kg eCO2/euro	macro	purchases	HYGIENE AND SAFETY AUDIT	0.09			0.02					EB04
	Services	EB16	euro	AUTRES SERVICES D'AUDIT ET D'ACCREDITATION	2019	0.0	0.0	0.0	0.0	0.09	0.072	kg eCO2/euro	macro	purchases	OTHER AUDIT AND ACCREDITATION SERVICES	0.09			0.02					EB04
	Services	EB21	euro	ENQUETES	2019	0.0	0.0	0.0	0.0	0.15	0.12	kg eCO2/euro	macro	purchases	SURVEYS	0.15			0.06					EB23
	Services	EB22	euro	SONDAGES	2019	0.0	0.0	0.0	0.0	0.15	0.12	kg eCO2/euro	macro	purchases	SURVEYS	0.15			0.06					EB23
	Services	EB23	euro	PRESTATION DE SERVICE DE VOTES (URNE OU ELECTRONIQUE)	2019	0.0	0.0	0.0	0.0	0.15	0.12	kg eCO2/euro	macro	purchases	VOTING SERVICES (BALLOT BOX OR ELECTRONIC)	0.15			0.06					EB23
	Services	EB31	euro	SERVICES BANCAIRES	2019	0.0	0.0	0.0	0.0	0.08	0.064	kg eCO2/euro	macro	purchases	BANKING SERVICES	0.08			0.03					XD53
	Services	EB32	euro	INTERMEDIATION FICIERE ET ACTIVITES DE CONSEIL	2019	0.0	0.0	0.0	0.0	0.08	0.064	kg eCO2/euro	macro	purchases	FINANCIAL INTERMEDIATION AND ADVISORY SERVICES	0.08			0.03					XD53
	Services	EB33	euro	AUTRES SERVICES FICIERS ET COMPTABLES	2019	0.0	0.0	0.0	0.0	0.08	0.064	kg eCO2/euro	macro	purchases	OTHER FINANCIAL AND ACCOUNTING SERVICES	0.08			0.03					XD53
	Services	EB41	euro	SERVICES D'ADMINISTRATION D'IMMEUBLES ET FRAIS D'AGENCES IMMOBILIERES	2019	0.0	0.0	0.0	0.0	0.26	0.208	kg eCO2/euro	macro	purchases	REAL ESTATE MANAGEMENT SERVICES AND REAL ESTATE AGENCY FEES	0.26			0.18					EB41
	Services	EB51	euro	SERVICES DE TRADUCTION	2019	0.0	0.0	0.0	0.0	0.11	0.08800000000000001	kg eCO2/euro	macro	purchases	TRANSLATION SERVICES	0.11			0.05					EB56
	Services	EB52	euro	SERVICES D'INTERPRETARIAT	2019	0.0	0.0	0.0	0.0	0.11	0.08800000000000001	kg eCO2/euro	macro	purchases	INTERPRETING SERVICES	0.11			0.05					EB56
	Services	EB53	euro	SERVICES DE TRANSCRIPTION	2019	0.0	0.0	0.0	0.0	0.11	0.08800000000000001	kg eCO2/euro	macro	purchases	TRANSCRIPTION SERVICES	0.11			0.05					EB56
	Services	EB54	euro	SERVICES DE SONORISATION	2019	0.0	0.0	0.0	0.0	0.11	0.08800000000000001	kg eCO2/euro	macro	purchases	PUBLIC ADDRESS SERVICES	0.11			0.05					EB56
	Services	EB55	euro	SERVICES DE SOUS-TITRAGE	2019	0.0	0.0	0.0	0.0	0.11	0.08800000000000001	kg eCO2/euro	macro	purchases	SUBTITLING SERVICES	0.11			0.05					EB56
	Services	EB56	euro	SERVICES DE REVISION DE TEXTES	2019	0.0	0.0	0.0	0.0	0.11	0.08800000000000001	kg eCO2/euro	macro	purchases	TEXT REVISION SERVICES	0.11			0.05					EB56
	Services	EB61	euro	SERVICES DE CONSEILS JURIDIQUES	2019	0.0	0.0	0.0	0.0	0.08	0.064	kg eCO2/euro	macro	purchases	LEGAL ADVICE SERVICES	0.08			0.03					XD44
	Services	EB62	euro	SERVICES D'ETABLISSEMENT D'ACTES AUTHENTIQUES ET DES AUXILIAIRES DE JUSTICE	2019	0.0	0.0	0.0	0.0	0.09	0.072	kg eCO2/euro	macro	purchases	AUTHENTICATION AND COURT OFFICER SERVICES	0.09			0.05					EB63
	Services	EB63	euro	SERVICES DE REPRESENTATION JURIDIQUE	2019	0.0	0.0	0.0	0.0	0.09	0.072	kg eCO2/euro	macro	purchases	LEGAL REPRESENTATION SERVICES	0.09			0.05					EB63
	Services	EC01	euro	FORMATIONS D'ACCOMPAGNEMENT TECHNIQUES ET METIERS SCIENTIFIQUES	2019	0.0	0.0	0.0	0.0	0.14	0.112	kg eCO2/euro	macro	purchases	TECHNICAL AND SCIENTIFIC TRAINING COURSES	0.14			0.02					EC08
	Services	EC02	euro	FORMATIONS D'ACCOMPAGNEMENT EN LANGUES	2019	0.0	0.0	0.0	0.0	0.14	0.112	kg eCO2/euro	macro	purchases	LANGUAGE TRAINING AND COACHING	0.14			0.02					EC08
	Services	EC03	euro	FORMATIONS D'ACCOMPAGNEMENT EN BUREAUTIQUE	2019	0.0	0.0	0.0	0.0	0.14	0.112	kg eCO2/euro	macro	purchases	ACCOMPANYING COURSES IN OFFICE AUTOMATION	0.14			0.02					EC08
	Services	EC04	euro	FORMATIONS D'ACCOMPAGNEMENT EN PREVENTION ET SECURITE	2019	0.0	0.0	0.0	0.0	0.14	0.112	kg eCO2/euro	macro	purchases	TRAINING COURSES IN PREVENTION AND SAFETY	0.14			0.02					EC08
	Services	EC05	euro	FORMATIONS D'ACCOMPAGNEMENT EN METHODES DE TRAVAIL (MANAGEMENT, SAVOIR ETRE,_x001A_)	2019	0.0	0.0	0.0	0.0	0.14	0.112	kg eCO2/euro	macro	purchases	COACHING IN WORKING METHODS (MANAGEMENT, INTERPERSONAL SKILLS, ETC.)	0.14			0.02					EC08
	Services	EC06	euro	FORMATIONS D'ACCOMPAGNEMENT DES FONCTIONS SUPPORT ET SOUTIEN	2019	0.0	0.0	0.0	0.0	0.14	0.112	kg eCO2/euro	macro	purchases	SUPPORT TRAINING FOR SUPPORT FUNCTIONS AND SUPPORT	0.14			0.02					EC08
	Services	EC07	euro	AUTRES FORMATIONS D'ACCOMPAGNEMENT	2019	0.0	0.0	0.0	0.0	0.14	0.112	kg eCO2/euro	macro	purchases	OTHER COACHING COURSES	0.14			0.02					EC08
	Services	EC08	euro	TESTS PROFESSIONNELS	2019	0.0	0.0	0.0	0.0	0.14	0.112	kg eCO2/euro	macro	purchases	PROFESSIONAL TESTS	0.14			0.02					EC08
	Services	EC11	euro	FORMATIONS D'APPRENTISSAGE DE LA CONDUITE (AUTOMOBILE, BATEAU, AVION,_x001A_)	2019	0.0	0.0	0.0	0.0	0.14	0.112	kg eCO2/euro	macro	purchases	TRAINING COURSES IN DRIVING SKILLS (CAR, BOAT, PLANE, ETC.)	0.14			0.03					EE21
	Services	EC12	euro	PREPARATIONS AUX CONCOURS	2019	0.0	0.0	0.0	0.0	0.14	0.112	kg eCO2/euro	macro	purchases	PREPARATION FOR COMPETITIVE EXAMINATIONS	0.14			0.03					EE21
	Services	EC13	euro	PREPARATIONS AUX EXAMENS PROFESSIONNELS	2019	0.0	0.0	0.0	0.0	0.14	0.112	kg eCO2/euro	macro	purchases	PREPARATION FOR PROFESSIONAL EXAMS	0.14			0.03					EE21
	Services	EC14	euro	FORMATIONS D'INSERTION PROFESSIONNELLE	2019	0.0	0.0	0.0	0.0	0.14	0.112	kg eCO2/euro	macro	purchases	TRAINING FOR PROFESSIONAL INTEGRATION	0.14			0.03					EE21
	Services	EC15	euro	AUTRES FORMATIONS PREPARATOIRES	2019	0.0	0.0	0.0	0.0	0.14	0.112	kg eCO2/euro	macro	purchases	OTHER PREPARATORY COURSES	0.14			0.03					EE21
	Services	EC21	euro	BILANS DE COMPETENCES, VAE, QUALIFICATION, INSERTION PROFESSIONNELLE	2019	0.0	0.0	0.0	0.0	0.07	0.05600000000000001	kg eCO2/euro	macro	purchases	SKILLS ASSESSMENT, VOCATIONAL TRAINING, QUALIFICATION, PROFESSIONAL INTEGRATION	0.07			0.04					EC23
	Services	EC22	euro	AUDITS D'UNITES OU DE SERVICES	2019	0.0	0.0	0.0	0.0	0.07	0.05600000000000001	kg eCO2/euro	macro	purchases	AUDITS OF UNITS OR SERVICES	0.07			0.04					EC23
	Services	EC23	euro	ASSISTANCE, CONSEIL ET SERVICES EN RECRUTEMENT	2019	0.0	0.0	0.0	0.0	0.07	0.05600000000000001	kg eCO2/euro	macro	purchases	ASSISTANCE, ADVICE AND SERVICES IN RECRUITMENT	0.07			0.04					EC23
	Services	EC24	euro	PSYCHOLOGUES, GRAPHOLOGUES	2019	0.0	0.0	0.0	0.0	0.07	0.05600000000000001	kg eCO2/euro	macro	purchases	PSYCHOLOGISTS, GRAPHOLOGISTS	0.07			0.04					EC23
	Services	EC25	euro	ORGANISATION DE CONCOURS	2019	0.0	0.0	0.0	0.0	0.09	0.072	kg eCO2/euro	macro	purchases	ORGANISATION OF COMPETITIONS	0.09			0.07					EC23
	Services	EC26	euro	SERVICES D'AGENCES INTERIM	2019	0.0	0.0	0.0	0.0	0.09	0.072	kg eCO2/euro	macro	purchases	INTERIM AGENCY SERVICES	0.09			0.07					EC23
	Services	EC27	euro	AUTRES SERVICES DE GESTION DES RESSOURCES HUMAINES	2019	0.0	0.0	0.0	0.0	0.09	0.072	kg eCO2/euro	macro	purchases	OTHER HUMAN RESOURCES MANAGEMENT SERVICES	0.09			0.07					EC23
	Services	EC31	euro	SERVICES SOCIAUX DE CONSEIL EN ECONOMIE SOCIALE ET FAMILIALE	2019	0.0	0.0	0.0	0.0	0.23	0.184	kg eCO2/euro	macro	purchases	SOCIAL SERVICES OF SOCIAL AND FAMILY ECONOMY COUNSELLING	0.23			0.12					EC36
	Services	EC32	euro	SERVICES SOCIAUX D'HEBERGEMENT	2019	0.0	0.0	0.0	0.0	0.3	0.24	kg eCO2/euro	macro	purchases	SOCIAL HOUSING SERVICES	0.3			0.06					EC32
	Services	EC33	euro	SERVICES SOCIAUX DE REINSERTION	2019	0.0	0.0	0.0	0.0	0.23	0.184	kg eCO2/euro	macro	purchases	SOCIAL REHABILITATION SERVICES	0.23			0.12					EC36
	Services	EC34	euro	SERVICES SOCIAUX DE SOIN ET D'AIDE A DOMICILE	2019	0.0	0.0	0.0	0.0	0.23	0.184	kg eCO2/euro	macro	purchases	SOCIAL SERVICES FOR HOME CARE AND ASSISTANCE	0.23			0.12					EC36
	Services	EC35	euro	SERVICES SOCIAUX : ASSISTANTES SOCIALES INTER-ENTREPRISES	2019	0.0	0.0	0.0	0.0	0.23	0.184	kg eCO2/euro	macro	purchases	SOCIAL SERVICES: INTER-COMPANY SOCIAL WORKERS	0.23			0.12					EC36
	Services	EC36	euro	AUTRES SERVICES SOCIAUX	2019	0.0	0.0	0.0	0.0	0.23	0.184	kg eCO2/euro	macro	purchases	OTHER SOCIAL SERVICES	0.23			0.12					EC36
	Services	EC41	euro	MEDECINE DE PREVENTION : PRESTATAIRES MEDICAUX	2019	0.0	0.0	0.0	0.0	0.13	0.104	kg eCO2/euro	macro	purchases	PREVENTIVE MEDICINE: MEDICAL PROVIDERS	0.13			0.04					EC42
	Services	EC42	euro	MEDECINE DE PREVENTION : FOURNITURES MEDICALES ET DE SOIN	2019	0.0	0.0	0.0	0.0	0.13	0.104	kg eCO2/euro	macro	purchases	PREVENTIVE MEDICINE : MEDICAL AND CARE SUPPLIES	0.13			0.04					EC42
	Services	ED01	euro	SERVICES DE DEPOT DE BREVET D'INVENTION ET DE LOGICIELS APP	2019	0.0	0.0	0.0	0.0	0.1	0.08000000000000002	kg eCO2/euro	macro	purchases	PATENT AND SOFTWARE REGISTRATION SERVICES APP	0.1			0.06					ED11
	Services	ED02	euro	SERVICES DE PROPRIETE INTELLECTUELLE : BREVET D'INVENTION, GESTION DES ANNUITES	2019	0.0	0.0	0.0	0.0	0.1	0.08000000000000002	kg eCO2/euro	macro	purchases	INTELLECTUAL PROPERTY SERVICES: PATENT, ANNUITY MANAGEMENT	0.1			0.06					ED11
	Services	ED11	euro	AUTRES SERVICES DE PROPRIETE INTELLECTUELLE (HORS BREVETS D'INVENTION)	2019	0.0	0.0	0.0	0.0	0.1	0.08000000000000002	kg eCO2/euro	macro	purchases	OTHER INTELLECTUAL PROPERTY SERVICES (EXCLUDING PATENTS)	0.1			0.06					ED11
	Services	EE01	euro	SERVICES DE FORMATION EN PRESENTIEL	2019	0.0	0.0	0.0	0.0	0.14	0.112	kg eCO2/euro	macro	purchases	FACE-TO-FACE TRAINING SERVICES	0.14			0.03					EE21
	Services	EE02	euro	SERVICES DE FORMATION EN LIGNE	2019	0.0	0.0	0.0	0.0	0.14	0.112	kg eCO2/euro	macro	purchases	E-LEARNING SERVICES	0.14			0.03					EE21
	Services	EE11	euro	CERTIFICATION DIPLOMATION EN PRESENTIEL	2019	0.0	0.0	0.0	0.0	0.14	0.112	kg eCO2/euro	macro	purchases	CERTIFICATION OF DIPLOMAS IN THE CLASSROOM	0.14			0.03					EE21
	Services	EE12	euro	CERTIFICATION DIPLOMATION EN LIGNE	2019	0.0	0.0	0.0	0.0	0.14	0.112	kg eCO2/euro	macro	purchases	CERTIFICATION OF ONLINE DIPLOMAS	0.14			0.03					EE21
	Services	EE21	euro	ASSISTANCE A LA CONCEPTION DE COURS EN LIGNE	2019	0.0	0.0	0.0	0.0	0.14	0.112	kg eCO2/euro	macro	purchases	ASSISTANCE IN DESIGNING ONLINE COURSES	0.14			0.03					EE21
	Transport / Hébergement	FA01	euro	FOURNITURES D'EMBALLAGE ET DE TRANSPORT DE MARCHANDISES ORDINAIRES	2019	0.0	0.0	0.0	0.0	0.71	0.568	kg eCO2/euro	macro	purchases	PACKING AND TRANSPORT SUPPLIES FOR ORDINARY GOODS	0.71			0.16					FA02
