category,subcategory,subsubcategory,unit,name,year,co2,ch4,n2o,other,total,uncertainty,ef.unit
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BD25,euro,Equipements sanitaires et de plomberie pour l'equipement des batiments,2019,0.0,0.0,0.0,0,0.61,0.4,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BD26,euro,Fournitures et equipement de signalisation des batiments et infrastructures,2019,0.0,0.0,0.0,0,0.53,0.3,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BD27,euro,"Fournitures et equipements de securite (systemes d'alarmes, extincteurs, ...)",2019,0.0,0.0,0.0,0,0.93,0.4,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BE01,euro,"Maconnerie, demolition et desamiantage",2019,0.0,0.0,0.0,0,0.37,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BE02,euro,"Menuiserie, serrurerie",2019,0.0,0.0,0.0,0,0.37,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BE03,euro,"Etancheite, bardage, couverture et zinguerie",2019,0.0,0.0,0.0,0,0.37,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BE04,euro,"Platrerie, cloisons seches, faux plafonds",2019,0.0,0.0,0.0,0,0.37,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BE05,euro,"Peintures, revetements de sols, ravalement",2019,0.0,0.0,0.0,0,0.37,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BE06,euro,Electricite sur installations electriques des batiments,2019,0.0,0.0,0.0,0,0.37,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BE07,euro,"Cvc, plomberie et fluides speciaux",2019,0.0,0.0,0.0,0,0.37,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BE08,euro,Voirie reseaux distribution (vrd),2019,0.0,0.0,0.0,0,0.37,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BE09,euro,Autres travaux d'amenagement des batiments,2019,0.0,0.0,0.0,0,0.37,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BE11,euro,Reparation et maintece des equipements mecaniques des batiments,2019,0.0,0.0,0.0,0,0.43,0.2,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BE12,euro,Reparation et maintece des chambres froides,2019,0.0,0.0,0.0,0,0.43,0.2,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BE13,euro,Reparation et maintece des equipements de securite,2019,0.0,0.0,0.0,0,0.43,0.2,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BE14,euro,Reparation et maintece des installations et equipements electriques,2019,0.0,0.0,0.0,0,0.43,0.2,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BE15,euro,"Repar. et maintece equipmts climatisation, ventilation, chauffage, reservoirs",2019,0.0,0.0,0.0,0,0.43,0.2,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BE16,euro,Reparation et maintece des equipements sanitaires et plomberie,2019,0.0,0.0,0.0,0,0.43,0.2,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BE17,euro,Reparation et maintece des autres equipements des batiments,2019,0.0,0.0,0.0,0,0.43,0.2,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BE21,euro,Ne plus utiliser,2019,0.0,0.0,0.0,0,0.36,0.5,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BF01,euro,Travaux de construction neuve ,2019,0.0,0.0,0.0,0,0.39,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BF02,euro,Travaux de rehabilitation ou de reutilisation ,2019,0.0,0.0,0.0,0,0.42,0.3,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BF03,euro,Travaux de mise en securite ou de mise en conformite reglementaire,2019,0.0,0.0,0.0,0,0.42,0.3,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BF11,euro,"Assistance a la maitrise d'ouvrage, conduite d'operations, app",2019,0.0,0.0,0.0,0,0.16,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BF12,euro,Maitrise d'oeuvre et ingenierie,2019,0.0,0.0,0.0,0,0.16,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BF13,euro,"Etudes prealables (topographie, etudes de sol, prospection), programmation",2019,0.0,0.0,0.0,0,0.16,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BF14,euro,"Controles techniques, missions de securite, csps ",2019,0.0,0.0,0.0,0,0.16,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BF15,euro,"Diagnostics, ordoncement-pilotage-coordination (opc), ssi ",2019,0.0,0.0,0.0,0,0.16,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BG01,euro,Produits phytosanitaires pour espaces verts,2019,0.0,0.0,0.0,0,0.89,0.8,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BG02,euro,"Semences, arbres, plantes et fleurs pour espaces verts",2019,0.0,0.0,0.0,0,1.3,0.7,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BG03,euro,Petites fournitures pour espaces verts,2019,0.0,0.0,0.0,0,0.6,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BG04,euro,Materiel pour creation et entretien d'espaces verts,2019,0.0,0.0,0.0,0,0.63,0.0,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BG11,euro,Reparation et maintece du materiel d'entretien des espaces verts ,2019,0.0,0.0,0.0,0,0.24,0.5,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",BG21,euro,Services de creation et d'entretien des espaces verts,2019,0.0,0.0,0.0,0,0.13,0.4,kg eCO2/euro
Achats,Services,CA01,euro,Communication : conception-redaction,2019,0.0,0.0,0.0,0,0.16,0.4,kg eCO2/euro
Achats,Services,CA02,euro,Communication : conception-realisation,2019,0.0,0.0,0.0,0,0.16,0.4,kg eCO2/euro
Achats,Services,CA03,euro,Communication : travaux graphiques ,2019,0.0,0.0,0.0,0,0.16,0.4,kg eCO2/euro
Achats,Services,CA04,euro,Communication : travaux photographiques ,2019,0.0,0.0,0.0,0,0.16,0.2,kg eCO2/euro
Achats,Services,CA11,euro,"Communication : conception, realisation de sites internet et frais connexes",2019,0.0,0.0,0.0,0,0.12,0.4,kg eCO2/euro
Achats,Services,CA12,euro,Communication : conception et realisation de reseaux sociaux,2019,0.0,0.0,0.0,0,0.12,0.4,kg eCO2/euro
Achats,Services,CA13,euro,Communication : conception et realisation d'applications mobiles et web,2019,0.0,0.0,0.0,0,0.15,0.4,kg eCO2/euro
Achats,Services,CA14,euro,Communication : conception et realisation d'autres outils de communication web,2019,0.0,0.0,0.0,0,0.15,0.4,kg eCO2/euro
Achats,Services,CA21,euro,Communication : edition de documents imprimes,2019,0.0,0.0,0.0,0,0.23,0.2,kg eCO2/euro
Achats,Services,CA22,euro,Communication : edition de documents web,2019,0.0,0.0,0.0,0,0.2,0.4,kg eCO2/euro
Achats,Services,CA23,euro,Communication : correction et relecture de documents,2019,0.0,0.0,0.0,0,0.11,0.4,kg eCO2/euro
Achats,Services,CA24,euro,Communication : diffusion et promotion de documents sur tous supports,2019,0.0,0.0,0.0,0,0.18,0.1,kg eCO2/euro
Achats,Services,CA31,euro,Communication : conception-realisation audiovisuelles,2019,0.0,0.0,0.0,0,0.11,0.5,kg eCO2/euro
Achats,Services,CA32,euro,Communication : services audiovisuels d'ingenierie du son,2019,0.0,0.0,0.0,0,0.17,0.5,kg eCO2/euro
Achats,Services,CA33,euro,Communication : services audiovisuels d'ingenierie de l'image,2019,0.0,0.0,0.0,0,0.11,0.5,kg eCO2/euro
Achats,Services,CA34,euro,Communication : services de production audiovisuelle,2019,0.0,0.0,0.0,0,0.11,0.5,kg eCO2/euro
Achats,Services,CA35,euro,"Communication : diffusion, distribution et promotion audiovisuelles",2019,0.0,0.0,0.0,0,0.13,0.4,kg eCO2/euro
Achats,Services,CB01,euro,Communication : objets promotionnels courants,2019,0.0,0.0,0.0,0,0.36,0.5,kg eCO2/euro
Achats,Services,CB02,euro,Communication : cadeaux,2019,0.0,0.0,0.0,0,0.36,0.5,kg eCO2/euro
Achats,Services,CB03,euro,Communication : materiel et equipements pour manifestations evenementielles,2019,0.0,0.0,0.0,0,0.47,0.6,kg eCO2/euro
Achats,Services,CB11,euro,Communication : location et reservation d'espaces pour manif. evenementielles,2019,0.0,0.0,0.0,0,0.16,0.3,kg eCO2/euro
Achats,Services,CB12,euro,"Communication : organisation de colloques, congres et seminaires",2019,0.0,0.0,0.0,0,0.16,0.3,kg eCO2/euro
Achats,Services,CB13,euro,"Comm : organisation et realisation de salons, expositions et foires",2019,0.0,0.0,0.0,0,0.16,0.3,kg eCO2/euro
Achats,Services,CB14,euro,Communication : services de billetterie pour manifestations evenementielles,2019,0.0,0.0,0.0,0,0.16,0.3,kg eCO2/euro
Achats,Services,CB15,euro,Communication : organisation d'autres manifestations evenementielles,2019,0.0,0.0,0.0,0,0.16,0.3,kg eCO2/euro
Achats,Services,CB21,euro,Communication : traiteurs pour manifestations evenementielles,2019,0.0,0.0,0.0,0,0.34,0.2,kg eCO2/euro
Achats,Services,CB22,euro,Communication : restauration pour manifestations evenementielles,2019,0.0,0.0,0.0,0,0.34,0.2,kg eCO2/euro
Achats,Services,CB23,euro,Communication : hebergement pour manifestations evenementielles,2019,0.0,0.0,0.0,0,0.29,0.2,kg eCO2/euro
Achats,Services,CB24,euro,Communication : promotion de manifestations evenementielles,2019,0.0,0.0,0.0,0,0.16,0.2,kg eCO2/euro
Achats,Services,CB25,euro,Communication : autres prestations associees aux manifestations evenementielles,2019,0.0,0.0,0.0,0,0.12,0.6,kg eCO2/euro
Achats,Services,CC01,euro,Communication : veille des medias traditionnels,2019,0.0,0.0,0.0,0,0.16,0.2,kg eCO2/euro
Achats,Services,CC02,euro,Communication : veille des medias internet,2019,0.0,0.0,0.0,0,0.16,0.2,kg eCO2/euro
Achats,Services,CC03,euro,Relations presse,2019,0.0,0.0,0.0,0,0.16,0.2,kg eCO2/euro
Achats,Services,CC11,euro,Comm : services de conseil et d'accompagnement de campagnes de communication,2019,0.0,0.0,0.0,0,0.14,0.3,kg eCO2/euro
Achats,Services,CC12,euro,Communication : services de conseil en identite visuelle,2019,0.0,0.0,0.0,0,0.14,0.3,kg eCO2/euro
Achats,Services,CC13,euro,Communication : services de conseil en image des personnes,2019,0.0,0.0,0.0,0,0.14,0.3,kg eCO2/euro
Achats,Services,CC14,euro,Communication : services de mediatraining,2019,0.0,0.0,0.0,0,0.16,0.2,kg eCO2/euro
Achats,Services,CC15,euro,Communication : autres services de conseil en communication et publicite,2019,0.0,0.0,0.0,0,0.14,0.3,kg eCO2/euro
Achats,Services,CC21,euro,Communication : achat d'espaces publicitaires ,2019,0.0,0.0,0.0,0,0.16,0.2,kg eCO2/euro
Achats,Services,CC22,euro,"Communication : etudes, sondages et enquetes de communication",2019,0.0,0.0,0.0,0,0.16,0.2,kg eCO2/euro
Achats,Services,CC23,euro,Communication : autres services de communication,2019,0.0,0.0,0.0,0,0.16,0.2,kg eCO2/euro
Achats,Services,CD01,euro,Culture : oeuvres et objets d'art existants,2019,0.0,0.0,0.0,0,0.09,1.1,kg eCO2/euro
Achats,Services,CD02,euro,Culture : realisation d'oeuvres et objets d'art,2019,0.0,0.0,0.0,0,0.09,1.1,kg eCO2/euro
Achats,Services,CD03,euro,Culture: reproduction d'oeuvres et objets d'art,2019,0.0,0.0,0.0,0,0.09,1.1,kg eCO2/euro
Achats,Services,CD11,euro,Culture : achats de representations artistiques,2019,0.0,0.0,0.0,0,0.16,0.3,kg eCO2/euro
Achats,Services,CD12,euro,Culture : conception-realisation-installation d'eclairage et/ou de son,2019,0.0,0.0,0.0,0,0.29,0.8,kg eCO2/euro
Achats,Services,CD13,euro,Culture : conception-realisation-installation de decors,2019,0.0,0.0,0.0,0,0.29,0.8,kg eCO2/euro
Achats,Services,CD14,euro,Culture : conception-realisation de costumes,2019,0.0,0.0,0.0,0,0.29,0.8,kg eCO2/euro
Achats,Services,CD21,euro,"Services de gestion, de conserv. et de restaur. des collections des musees",2019,0.0,0.0,0.0,0,0.12,0.6,kg eCO2/euro
Achats,Services,CD22,euro,Services de preservation des sites classes ou inscrits,2019,0.0,0.0,0.0,0,0.12,0.6,kg eCO2/euro
Achats,Services,CD23,euro,"Services relatifs a la preservation des jardins, zoos et reserves naturelles",2019,0.0,0.0,0.0,0,0.12,0.6,kg eCO2/euro
Achats,Services,CD24,euro,Autres services de conservation du patrimoine (hors archivage),2019,0.0,0.0,0.0,0,0.12,0.6,kg eCO2/euro
Achats,Services,CD25,euro,Services d'inventaires specifiques,2019,0.0,0.0,0.0,0,0.11,0.5,kg eCO2/euro
Achats,Services,CD31,euro,Culture : services d'animation culturelle,2019,0.0,0.0,0.0,0,0.12,0.6,kg eCO2/euro
Achats,Services,CD32,euro,"Services de parcs de recreation, de plages, de parcs d'attraction",2019,0.0,0.0,0.0,0,0.14,0.8,kg eCO2/euro
Achats,Services,CD33,euro,Culture : services de mediation culturelle,2019,0.0,0.0,0.0,0,0.12,0.6,kg eCO2/euro
Achats,Services,CD34,euro,Culture : autres services socio-culturels,2019,0.0,0.0,0.0,0,0.12,0.6,kg eCO2/euro
Achats,Services,CD41,euro,Consommables specifiques pour la conservation et la restauration des collections,2019,0.0,0.0,0.0,0,0.68,0.3,kg eCO2/euro
Achats,Services,CD42,euro,Materiels specifiques pour la conservation et la restauration des collections,2019,0.0,0.0,0.0,0,0.5,0.2,kg eCO2/euro
Achats,Services,CD43,euro,Mobilier specifique pour la conservation des collections,2019,0.0,0.0,0.0,0,0.61,0.2,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CE01,euro,Documentation : livres scolaires imprimes de toutes matieres,2019,0.0,0.0,0.0,0,0.22,0.3,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CE02,euro,Documentation : livres scolaires electroniques de toutes matieres,2019,0.0,0.0,0.0,0,0.22,0.3,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CE03,euro,Documentation : livres non scolaires imprimes,2019,0.0,0.0,0.0,0,0.22,0.3,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CE04,euro,Documentation : livres non scolaires electroniques,2019,0.0,0.0,0.0,0,0.22,0.3,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CE05,euro,Documentation : livres d'occasion et epuises,2019,0.0,0.0,0.0,0,0.12,0.9,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CE06,euro,Documentation : livres anciens publies avant 1900,2019,0.0,0.0,0.0,0,0.12,0.9,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CE11,euro,"Document. : journaux, revues et periodiques scientifiques (support papier)",2019,0.0,0.0,0.0,0,0.22,0.2,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CE12,euro,"Document. : journaux, revues et periodiques non scientifiques (support papier)",2019,0.0,0.0,0.0,0,0.22,0.2,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CE13,euro,"Document. : journaux, revues et periodiques scientifiques (electroniques)",2019,0.0,0.0,0.0,0,0.22,0.2,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CE14,euro,"Document. : journaux, revues et periodiques non scientifiques (electroniques)",2019,0.0,0.0,0.0,0,0.22,0.2,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CE21,euro,Document. : droit d'acces a des bases de donnees documentaires scientifiques,2019,0.0,0.0,0.0,0,0.16,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CE22,euro,Document.: droit d'acces a des bases de donnees documentaires non scientifiques,2019,0.0,0.0,0.0,0,0.16,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CE31,euro,Documentation : partitions musicales,2019,0.0,0.0,0.0,0,0.19,0.3,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CE32,euro,"Documentation : cartes (geographiques, topographiques) et globes terrestres",2019,0.0,0.0,0.0,0,0.19,0.3,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CE33,euro,Documentation : normes,2019,0.0,0.0,0.0,0,0.19,0.3,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CE34,euro,Documentation : autres documents,2019,0.0,0.0,0.0,0,0.19,0.3,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CE41,euro,Documentation : images fixes,2019,0.0,0.0,0.0,0,0.23,0.7,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CE42,euro,Documentation : images animees sur tout support ,2019,0.0,0.0,0.0,0,0.23,0.7,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CE43,euro,Documentation : autres images,2019,0.0,0.0,0.0,0,0.23,0.7,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CE51,euro,Documentation : entregistrements sonores ,2019,0.0,0.0,0.0,0,0.21,0.7,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CF01,euro,"Doc. : archives de journaux, revues et periodiques scientifiques (papier)",2019,0.0,0.0,0.0,0,0.16,0.4,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CF02,euro,"Doc. : archives de journaux, revues et periodiques non scientifiques (papier)",2019,0.0,0.0,0.0,0,0.16,0.4,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CF03,euro,"Doc. : archives de journaux, revues et periodiques scientifiques (electroniques)",2019,0.0,0.0,0.0,0,0.16,0.4,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CF04,euro,"Doc. : archives de journaux, revues et periodiques non scientif. (electroniques)",2019,0.0,0.0,0.0,0,0.16,0.4,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CF11,euro,Doc. : droit d'acces a des archives de bases de donnees documentaires scientif.,2019,0.0,0.0,0.0,0,0.18,0.2,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CF12,euro,Doc. : droit d'acces a des archives de bases de donnees document. non scientif.,2019,0.0,0.0,0.0,0,0.18,0.2,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CF21,euro,Documentation : archives de partitions musicales,2019,0.0,0.0,0.0,0,0.2,0.6,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CF22,euro,"Documentation : archives de cartes (geographiques, topographiques)",2019,0.0,0.0,0.0,0,0.2,0.6,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CF23,euro,Documentation : archives d'autres documents imprimes,2019,0.0,0.0,0.0,0,0.2,0.6,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CF31,euro,Documentation : archives d'images fixes ,2019,0.0,0.0,0.0,0,0.18,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CF32,euro,Documentation : archives d'images animees sur tout support ,2019,0.0,0.0,0.0,0,0.18,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CF33,euro,Documentation : archives d'autres images,2019,0.0,0.0,0.0,0,0.18,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CF41,euro,Documentation : archives d'entregistrements sonores ,2019,0.0,0.0,0.0,0,0.18,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CG01,euro,Documentation : fournitures et equipements de conservation de documents ,2019,0.0,0.0,0.0,0,0.5,0.2,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CG11,euro,Documentation : mobilier de rangement de bibliotheques et de magasins d'archives,2019,0.0,0.0,0.0,0,0.52,0.3,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CG12,euro,Documentation : mobilier pour bibliotheques et magasins d'archives,2019,0.0,0.0,0.0,0,0.52,0.3,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CG21,euro,Doc : equipements de numerisation pour bibliotheques et magasins d'archives,2019,0.0,0.0,0.0,0,0.41,0.5,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CG31,euro,Reparation et maintece des mobiliers de bibliotheques et magasins d'archives,2019,0.0,0.0,0.0,0,0.24,0.5,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CG32,euro,Repar. et maintece des equipements de bibliotheques et magasins d'archives,2019,0.0,0.0,0.0,0,0.24,0.5,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH01,euro,Doc : logiciels standards de gestion de bibliotheques,2019,0.0,0.0,0.0,0,0.12,0.4,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH02,euro,Doc : logiciels specifiques de gestion de bibliotheques,2019,0.0,0.0,0.0,0,0.12,0.4,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH03,euro,Doc : logic. standards d'acces aux contenus et ressources document.,2019,0.0,0.0,0.0,0,0.12,0.4,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH04,euro,Doc : logic. specifiques d'acces aux contenus et ressources document.,2019,0.0,0.0,0.0,0,0.12,0.4,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH05,euro,Doc : logic. standards de traitement et de catalogage partage de doc.,2019,0.0,0.0,0.0,0,0.12,0.4,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH06,euro,Doc : logic. specifiques de traitement et de catalogage partage de doc.,2019,0.0,0.0,0.0,0,0.12,0.4,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH07,euro,Doc : autres logiciels standards de gestion documentaire,2019,0.0,0.0,0.0,0,0.12,0.4,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH08,euro,Documentation : autres logiciels specifiques de gestion documentaire,2019,0.0,0.0,0.0,0,0.12,0.4,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH11,euro,Documentation : logiciels standards de gestion d'archivage,2019,0.0,0.0,0.0,0,0.12,0.4,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH12,euro,Documentation : logiciels specifiques de gestion d'archivage,2019,0.0,0.0,0.0,0,0.12,0.4,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH21,euro,Doc : maintece logiciels standards de gestion de bibliotheques,2019,0.0,0.0,0.0,0,0.17,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH22,euro,Doc. : maintece logiciels specifiques de gestion de bibliotheques,2019,0.0,0.0,0.0,0,0.17,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH23,euro,Doc. : maintece logic. standards d'acces aux contenus et ressources doc.,2019,0.0,0.0,0.0,0,0.17,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH24,euro,Doc. : maintece logic. specifiques d'acces aux contenus et ressources doc.,2019,0.0,0.0,0.0,0,0.17,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH25,euro,Doc. : maintece logic. standards de trait. et de catalogage partage de doc,2019,0.0,0.0,0.0,0,0.17,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH26,euro,Doc. : maintece logic. specifiq. de trait. et de catalogage partage de doc,2019,0.0,0.0,0.0,0,0.17,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH27,euro,Doc. : maintece d'autres logiciels standards de gestion documentaire,2019,0.0,0.0,0.0,0,0.17,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH28,euro,Doc. : maintece d'autres logiciels specifiques de gestion documentaire,2019,0.0,0.0,0.0,0,0.17,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH31,euro,Documentation : maintece des logiciels standards de gestion d'archives,2019,0.0,0.0,0.0,0,0.17,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CH32,euro,Documentation : maintece des logiciels specifiques de gestion d'archives,2019,0.0,0.0,0.0,0,0.17,0.1,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CI01,euro,Documentation : services de numerisation d'ouvrages et de documents,2019,0.0,0.0,0.0,0,0.14,0.4,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CI02,euro,Documentation : services de numerisation de fonds sonores et sources audio,2019,0.0,0.0,0.0,0,0.14,0.4,kg eCO2/euro
Achats,"Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)",CI03,euro,Documentation : services de numerisation de fonds audiovisuels,2019,0.0,0.0,0.0,0,0.14,0.4,kg eCO2/euro
